incidentID,description,unitsString,longitude,latitude,inside_lemsa_raw,inside_lemsa_buffered,dist_m_to_boundary,google_maps
5243c6bd-df4c-4d4e-afb9-c0545b6bb130,MEDICAL EMERGENCY,AMB 401,-76.1550089,40.0150019,True,True,0.0,"https://maps.google.com/?q=40.0150019,-76.1550089"
14f8e35b-5bbe-4cf3-8bc5-534c92c590b0,MEDICAL EMERGENCY,AMB 56-12,-76.180267,39.9644304,True,True,0.0,"https://maps.google.com/?q=39.9644304,-76.180267"
70cd18af-827f-4840-9c30-d49a0010e25d,MEDICAL EMERGENCY,"AMB 06-7, MEDIC 06-10",-76.3086277,40.0425193,True,True,0.0,"https://maps.google.com/?q=40.0425193,-76.3086277"
4dad03ba-46c3-4225-a7a5-6b97506d3da0,MEDICAL EMERGENCY,MEDIC 06-3,-76.2874535,40.0405991,True,True,0.0,"https://maps.google.com/?q=40.0405991,-76.2874535"
ed0ad206-7ac5-4d97-9f5c-a93477827430,EMS ACTIVITY,AMB 06-8,-76.3288056,40.0241874,True,True,0.0,"https://maps.google.com/?q=40.0241874,-76.3288056"
e2aa2244-f6c5-40e2-b3c7-0185afc62e48,MEDICAL EMERGENCY,MEDIC 06-1,-76.2349721,40.0362975,True,True,0.0,"https://maps.google.com/?q=40.0362975,-76.2349721"
b2754f2c-6a59-4674-8abd-87407e5cdf49,MEDICAL EMERGENCY,"INT 06-7, MEDIC 82-1",-76.30874130000001,40.0487476,True,True,0.0,"https://maps.google.com/?q=40.0487476,-76.30874130000001"
37d44d71-b5b2-4de6-a1ef-78754bf09641,EMS ACTIVITY,MEDIC 06-10,-76.2548821,40.035461,True,True,0.0,"https://maps.google.com/?q=40.035461,-76.2548821"
88c39b1b-4ba2-4663-8e3c-f301fd02cc05,MEDICAL EMERGENCY,MEDIC 06-7,-76.30597929999999,40.0395355,True,True,0.0,"https://maps.google.com/?q=40.0395355,-76.30597929999999"
4f3de6f3-08f3-4adc-a5b9-d7d98df21993,MEDICAL EMERGENCY,MEDIC 82-1,-76.3659146,40.0701124,False,True,1297.7369525978881,"https://maps.google.com/?q=40.0701124,-76.3659146"
8c07dbb0-ec07-431e-aba5-c5d29043bf41,MEDICAL EMERGENCY,MEDIC 06-3,-76.3084899,40.0376608,True,True,0.0,"https://maps.google.com/?q=40.0376608,-76.3084899"
ce6d8c36-b5e4-487c-9441-9193286912f8,MEDICAL EMERGENCY,MEDIC 56-1,-76.2848271,39.9945764,True,True,0.0,"https://maps.google.com/?q=39.9945764,-76.2848271"
f4ef3b85-0098-43ca-9c50-3209c6768eea,VEHICLE ACCIDENT-NO INJURIES,Units Assigned,-76.32328749999999,40.0755777,False,True,1367.3242433820399,"https://maps.google.com/?q=40.0755777,-76.32328749999999"
7378f8e6-f7b8-4f20-9a1a-2e4b8fc39b45,MEDICAL EMERGENCY,AMB 06-7,-76.3036151,40.03817979999999,True,True,0.0,"https://maps.google.com/?q=40.03817979999999,-76.3036151"
253be23f-56d2-4e39-bd35-ff445c43f567,MEDICAL EMERGENCY,MEDIC 82-11,-76.30834519999999,40.040915,True,True,0.0,"https://maps.google.com/?q=40.040915,-76.30834519999999"
78c40cf8-7fc4-413a-a0f6-3909234ade58,MEDICAL EMERGENCY,AMB 77-9,-76.351185,40.0473299,True,True,0.0,"https://maps.google.com/?q=40.0473299,-76.351185"
6c4f90da-e3db-44b2-ac64-4160410162b9,VEHICLE ACCIDENT-ENTRAPMENT,"MEDIC 77-3, MEDIC 77-6",-76.4710214,40.03190499999999,False,True,1705.5261655444037,"https://maps.google.com/?q=40.03190499999999,-76.4710214"
bb227a19-2244-4d88-adb0-1945946449f4,EMS ACTIVITY,MEDIC 06-20,-76.305716,40.037931,True,True,0.0,"https://maps.google.com/?q=40.037931,-76.305716"
d2ce66f4-94ae-4db3-87c1-e9639b6d07db,MEDICAL EMERGENCY,MEDIC 06-8,-76.330499,40.019086,True,True,0.0,"https://maps.google.com/?q=40.019086,-76.330499"
ec60e823-f5eb-4687-a5cd-430d2304f2da,MEDICAL EMERGENCY,"MEDIC 82-1, MEDIC 56-6",-76.30862739999999,40.0425145,True,True,0.0,"https://maps.google.com/?q=40.0425145,-76.30862739999999"
e4ed2503-b8a0-45f4-a39b-db04e7d72727,MEDICAL EMERGENCY,AMB 06-21,-76.3589059,40.019594,True,True,0.0,"https://maps.google.com/?q=40.019594,-76.3589059"
7222b960-7697-4abd-9699-7ca74a7fa093,MEDICAL EMERGENCY,MEDIC 56-1,-76.30807109999999,40.0393145,True,True,0.0,"https://maps.google.com/?q=40.0393145,-76.30807109999999"
cb2e70b1-95c2-4b69-b5c8-30b6e427129c,MEDICAL EMERGENCY,AMB 09-1,-76.305716,40.037931,True,True,0.0,"https://maps.google.com/?q=40.037931,-76.305716"
