n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,p50_wait_min,p90_wait_min,avg_onscene_min,avg_transport_min,avg_turnaround_min,units,segment
9,0,4.291432552115441,15.184253755318617,6.7793495245913915,0.0,0.0,17.012784122766803,12.328115694729917,27.68563172376473,46,2023-02-13_S1
11,0,2.871031328467951,7.771151822437148,3.853518943572283,0.0,0.0,23.14677123945146,8.185161545033175,23.029983467417647,46,2023-02-13_S2
22,0,3.5413674780477686,11.37127556979098,5.556815672085447,0.0,0.0,20.903446935075234,10.411026116860038,21.846269077567474,46,2023-02-14_S0
5,0,3.2612909321596955,3.521890052218425,3.073063868112657,0.0,0.0,19.178135694327356,3.267955882512178,27.906177460399146,46,2023-02-14_S1
5,0,3.274245631064266,12.648989364218785,6.608452808368325,0.0,0.0,17.90492530237689,12.554509733831939,22.094792756881766,46,2023-02-15_S0
12,0,3.4439511566114107,11.384856446583017,5.363164638510693,0.0,0.0,17.94256897050781,10.588043235719107,23.27165510513943,46,2023-02-15_S1
27,0,3.4553414980111548,8.061982243973743,4.564429171944213,0.0,0.0,20.29249478152844,9.642930059595846,23.407327594633266,46,2023-02-15_S2
15,0,3.3995593284459646,4.657138404028791,3.915191141099413,0.0,0.0,23.782615817781902,7.9776990563547105,25.216149505051582,46,2023-02-16_S1
13,0,2.871031328467951,6.328777768726624,3.959732361726114,0.0,0.0,19.043610171621413,6.28450358912797,23.667546714348774,46,2023-02-16_S2
17,0,2.964757939298563,4.545622527927801,3.6364730605807183,0.0,0.0,17.258559161296027,5.776228815922282,24.106100396792108,46,2023-02-17_S0
16,0,2.9594359312380396,6.658291582853039,4.0189539049508305,0.0,0.0,17.19872604439471,7.783466799413805,23.083038988601103,46,2023-02-17_S1
18,0,3.139160775497839,8.553983370083078,5.010255876298397,0.0,0.0,22.563526435668308,9.370770410788731,23.362412007842572,46,2023-02-17_S2
7,0,3.7881116066487603,8.06091763202149,4.940748030492185,0.0,0.0,23.326763740098336,6.654326576824272,25.426837159722844,46,2023-02-18_S1
3,0,2.891457301283844,9.349672337792214,5.548412422532866,0.0,0.0,23.96904098799584,7.211101277328012,23.57045732594547,46,2023-02-19_S1
23,0,2.871031328467951,5.12899195393535,4.009509037151475,0.0,0.0,21.211930913936612,9.381459888655536,22.534248866143948,46,2023-02-19_S2
12,0,3.045944808014071,5.31336071908716,4.961496646161407,0.0,0.0,18.375613877304257,10.80655660218064,27.566626861692573,46,2023-02-20_S0
6,0,3.5073017628786296,9.035378710382728,5.015773231255028,0.0,0.0,27.266288036916375,8.57841460714551,19.624032939782374,46,2023-02-20_S1
3,0,2.4675766363069975,4.052075940736416,3.105623294359299,0.0,0.0,17.528216167330587,12.159786643785482,19.970639470392925,46,2023-02-20_S2
15,0,2.9594359312380396,10.110745780950339,4.8247612393464685,0.0,0.0,19.40253446967051,9.722495900038211,25.428159995661538,46,2023-02-21_S0
18,0,3.176519568657981,10.492472139912575,4.792265346098377,0.0,0.0,24.0847288595473,7.814285686651029,24.493990426346517,46,2023-02-21_S1
21,0,2.8738955151828023,6.2031383857141424,3.796581450297021,0.0,0.0,20.990165521856234,7.2103981134201875,26.532183037472155,46,2023-02-21_S2
11,0,3.5427287492838158,8.570646736320512,4.328702523009298,0.0,0.0,19.37192721385111,6.361732690355762,22.157210466863457,46,2023-02-22_S0
2,0,7.001428942155857,10.58524430813597,7.001428942155857,0.0,0.0,17.865864275256335,9.564900733568887,24.056396201160837,46,2023-02-22_S1
3,0,3.643371632400329,4.232436506973297,3.211825997051161,0.0,0.0,31.14017577392021,9.754413693817948,18.48305126170771,46,2023-02-23_S0
1,0,5.801744549959946,5.801744549959946,5.801744549959946,0.0,0.0,12.664780316116621,9.406982928755275,22.395074358641686,46,2023-02-23_S1
23,0,2.9594359312380396,5.1243197383002554,3.5550786108968895,0.0,0.0,17.94681716702394,6.4134785644487495,22.347378195203557,46,2023-02-23_S2
27,0,3.4320983255662414,8.886976965699457,4.95634128995463,0.0,0.0,16.89070158469798,12.003631895811653,25.36999100543829,46,2023-02-24_S0
17,0,2.871031328467951,3.8163618840183227,2.999577457332747,0.0,0.0,17.724025757763705,5.095310802797598,25.6929873702016,46,2023-02-24_S1
1,0,15.546212927545259,15.546212927545259,15.546212927545259,0.0,0.0,25.60050359626476,35.198327609146304,11.670760583594124,46,2023-02-25_S0
31,0,3.1053288224640827,12.102998862351106,5.615827918033363,0.0,0.0,19.7616177023265,10.603753336098285,22.165921204190504,46,2023-02-25_S2
26,0,3.3739265651276455,10.130910516729823,4.851308928100994,0.0,0.0,19.390934363653027,8.323555877156616,26.143171539582298,46,2023-02-26_S0
4,0,4.20749741563864,7.314951987533707,4.587941040229856,0.0,0.0,21.22320932975554,8.817478373442189,25.89791447329953,46,2023-02-26_S1
6,0,3.998353527350506,6.5120280849156496,4.502313422601467,0.0,0.0,19.727942202809377,8.831731360237445,25.706452625182894,46,2023-02-27_S0
1,0,2.078654740017808,2.078654740017808,2.078654740017808,0.0,0.0,25.12330732627307,0.5497227158252389,12.079379903757058,46,2023-02-27_S1
1,0,1.9930497363233084,1.9930497363233084,1.9930497363233084,0.0,0.0,33.92919064775147,4.142706044525232,33.968894335637536,46,2023-02-27_S2
9,0,2.8900371996999774,3.9445768952605733,3.009608299727283,0.0,0.0,17.817003990200636,5.909200274442174,32.592059694536744,46,2023-02-28_S0
13,0,2.9594359312380396,6.378185113185614,4.264153141555389,0.0,0.0,18.48999421079329,10.798278735363404,21.798062068710145,46,2023-02-28_S1
16,0,3.132977875123846,5.9310327186159775,3.5560490705259427,0.0,0.0,21.18089404027203,6.966560286139433,22.62131614446715,46,2023-02-28_S2
3,0,3.6447823734140314,3.9993800600261693,3.4150399526528226,0.0,0.0,19.637424968614265,5.786972038164897,19.679942916458348,46,2023-03-01_S1
17,0,3.3933149762464874,10.543798313315088,5.043501492345883,0.0,0.0,22.646493873862983,10.126048530182956,22.716223612995563,46,2023-03-01_S2
6,0,3.7001474306902358,14.331930860496609,6.869462141899599,0.0,0.0,15.32748798109722,20.265801426874827,27.146468610948897,46,2023-03-02_S0
