n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,p50_wait_min,p90_wait_min,avg_onscene_min,avg_transport_min,avg_turnaround_min,units,legs,avg_road_factor,avg_hour_mult,avg_zone_mult,segment
3,0,4.205177210157975,4.791381174154879,4.003965146492429,0.0,0.0,18.621822812107357,8.442425190370782,30.495063334746316,46,141,1.5500000000000036,1.2173758865248245,1.0,2023-03-01_S1
17,0,3.4783973500614804,11.75586665226151,5.44804023469801,0.0,0.0,19.254829032933216,12.3745366769255,27.67232034227481,46,782,1.4500000000000213,1.095332480818406,1.0,2023-03-01_S2
6,0,3.671384750313395,13.6305996205509,6.622884920233247,0.0,0.0,19.545261006737075,19.630000467385727,32.39166939918642,46,262,1.3500000000000034,1.0,1.0,2023-03-02_S0
10,0,3.193364762709403,12.010438443043158,5.138440079503019,0.0,0.0,29.455974971388123,9.567575139928142,28.084632893423525,46,453,1.5499999999999934,1.064569536423852,1.0,2023-03-02_S1
16,0,4.091341951232183,10.251476931248988,5.596089100842612,0.0,0.0,21.705473292327135,10.997841787430575,27.15396237242325,46,719,1.4500000000000193,1.1014603616133527,1.0,2023-03-02_S2
1,0,3.2822911829801855,3.2822911829801855,3.2822911829801855,0.0,0.0,15.56404672249631,4.618549232364114,25.379761194611646,46,46,1.350000000000001,1.0,1.0,2023-03-03_S0
10,0,3.9186136844198893,6.684306311177468,5.111157714905666,0.0,0.0,14.729439807027282,12.452420161565493,31.660991604781486,46,449,1.5499999999999938,1.1189309576837287,1.0,2023-03-03_S1
7,0,3.986640199362615,11.963119711838711,6.516148911127659,0.0,0.0,20.85247436214542,12.978064700505787,33.094725601357275,46,316,1.5500000000000078,1.092405063291142,1.0,2023-03-04_S1
6,0,4.92600409619587,14.587311138506639,7.34158980193465,0.0,0.0,25.99196730678973,17.57885007486294,29.658829663594148,46,275,1.449999999999993,1.1590909090909152,1.0,2023-03-04_S2
8,0,3.9184638135801793,14.586354985801737,6.959658577238718,0.0,0.0,19.946277603715817,15.965735511591726,26.007759743566698,46,372,1.5500000000000018,1.0629032258064541,1.0,2023-03-05_S1
5,0,3.53480533886559,3.906603787723393,3.438864681707822,0.0,0.0,16.89184904638884,4.25131434728665,27.065356487674514,46,227,1.449999999999994,1.2096916299559441,1.0,2023-03-05_S2
3,0,3.0199254114175744,3.1205587330052764,3.0192548804866632,0.0,0.0,21.24713603262443,2.4206542732214498,21.5919128907627,46,143,1.3499999999999965,1.1664335664335652,1.0,2023-03-06_S0
5,0,3.2653688405221084,4.6418462632390565,3.404750717484441,0.0,0.0,17.542795367996156,13.67628997680217,30.355843076869593,46,238,1.5500000000000065,1.179831932773108,1.0,2023-03-06_S1
12,0,3.373269182399202,5.375975490769185,4.254272170008085,0.0,0.0,19.868804603774652,6.817493853563967,28.819770502805056,46,547,1.450000000000011,1.0743144424131634,1.0,2023-03-06_S2
5,0,2.9593311910332813,6.364503555039134,3.762899476320226,0.0,0.0,18.491794399375426,4.961302043443212,17.985113146276024,46,225,1.3500000000000003,1.0,1.0,2023-03-07_S0
4,0,6.587752473106805,14.21254796186723,7.930756409485996,0.0,0.0,20.41154962843258,18.00342314608176,23.19792756275308,46,188,1.5500000000000054,1.0997340425531905,1.0,2023-03-07_S1
14,0,3.137088227199622,7.643587619649838,4.232160788624506,0.0,0.0,21.032857875407448,7.617343097489142,27.027079561737867,46,649,1.4500000000000164,1.103775038520802,1.0,2023-03-07_S2
11,0,2.895693742412978,4.63935969339766,3.280422478112557,0.0,0.0,18.20982208517313,4.612617262529437,22.075093526119122,46,516,1.3500000000000127,1.0,1.0,2023-03-08_S0
15,0,2.6831334008530265,10.261718649693236,4.58823092778737,0.0,0.0,19.128619513048132,10.588575384322622,24.189752933292887,46,686,1.5499999999999803,1.1064868804664771,1.0,2023-03-08_S1
33,0,3.7182732297159253,7.378584801998951,4.569687211750176,0.0,0.0,19.08592409897916,9.181362938799408,28.490853422182404,46,1450,1.4500000000000266,1.1275172413792973,1.0,2023-03-08_S2
13,0,3.961734760367111,5.904808281001821,3.8275838589462814,0.0,0.0,18.17658083839627,6.567378247212023,23.22986467463122,46,603,1.3500000000000143,1.0389718076285328,1.0,2023-03-09_S0
11,0,3.8962155691500726,5.481228915492731,4.863820018069209,0.0,0.0,20.86317826163848,10.555608956955608,28.33827508517007,46,510,1.5499999999999892,1.1499999999999964,1.0,2023-03-09_S1
15,0,3.8014692138785415,5.673548765672613,4.099554908409607,0.0,0.0,23.13021857120133,7.406472638980299,28.398890345507347,46,677,1.4500000000000175,1.1640324963072284,1.0,2023-03-09_S2
