n_calls,missed_calls,p50_resp_min,p90_resp_min,avg_resp_min,units,legs,avg_road_factor,avg_hour_mult,avg_zone_mult,segment,policy_id
14,0,2.8172581165778405,4.678105045236683,4.328265170632763,46,642,1.549999999999982,1.1030373831775795,1.0,2023-02-06_S1,type_pref_als
5,0,3.909052280736104,4.586006106976899,3.969006337901696,46,226,1.449999999999994,1.229867256637169,1.0,2023-02-06_S2,type_pref_als
12,0,2.9760086021133088,5.159077927383394,3.6493134104515756,46,549,1.3500000000000134,1.066211293260486,1.0,2023-02-07_S0,type_pref_als
6,0,3.993368220765705,7.477888955652283,4.571740650100976,46,279,1.5500000000000074,1.133154121863802,1.0,2023-02-07_S1,type_pref_als
19,0,5.049521507575772,15.774108612674068,7.643176128105909,46,824,1.4500000000000226,1.1108009708737872,1.0,2023-02-07_S2,type_pref_als
9,0,3.2620985683359685,10.093490149441786,4.892497018031153,46,419,1.3500000000000105,1.0556085918854465,1.0,2023-02-08_S0,type_pref_als
3,0,4.942329613483421,5.708299324408881,4.4873232371208,46,142,1.5500000000000036,1.0834507042253525,1.0,2023-02-08_S1,type_pref_als
20,0,3.267089295721485,7.083452647502653,4.2623328246811445,46,863,1.4500000000000237,1.0469872537659357,1.0,2023-02-08_S2,type_pref_als
6,0,3.083174269662207,7.649117440367911,4.467099517706287,46,278,1.3500000000000045,1.0,1.0,2023-02-09_S0,type_pref_als
6,0,3.3498969962874865,8.899278636302096,4.841717216270742,46,280,1.4499999999999929,1.0085714285714285,1.0,2023-02-09_S2,type_pref_als
17,0,3.4687383927652733,8.171492226266434,4.654855318987403,46,773,1.350000000000014,1.0524579560155327,1.0,2023-02-10_S0,type_pref_als
18,0,3.29132189905039,8.500147776954961,5.355120209440858,46,826,1.549999999999976,1.103208232445522,1.0,2023-02-10_S1,type_pref_als
12,0,3.5463328211277125,19.93441994982832,6.497091858335474,46,543,1.4500000000000106,1.1260589318600356,1.0,2023-02-10_S2,type_pref_als
5,0,4.67372729079273,12.27179414859095,6.376242065318598,46,221,1.3499999999999999,1.0,1.0,2023-02-11_S0,type_pref_als
12,0,3.3102806626798564,4.529475979463722,3.4108547438684327,46,539,1.4500000000000104,1.0461038961038998,1.0,2023-02-11_S2,type_pref_als
26,0,3.1346709416222347,9.051137121594207,4.370901308507422,46,1169,1.3499999999999786,1.0517108639863142,1.0,2023-02-12_S0,type_pref_als
13,0,3.780493554263369,12.892237534110105,6.485696735329477,46,577,1.5499999999999852,1.1296360485268626,1.0,2023-02-12_S1,type_pref_als
13,0,3.553920820401285,7.163764404390504,5.377021870381364,46,566,1.4500000000000122,1.1134275618374554,1.0,2023-02-12_S2,type_pref_als
